ticker,sector,market_cap,size,momentum,volatility,value,quality,liquidity,size_raw,momentum_raw,volatility_raw,value_raw,quality_raw,liquidity_raw
NVDA,Information Technology,4653442400256.0,4.074392897824889,-0.4693164802201058,-0.33122415100411234,-0.7121840333214341,0.5075701978123732,3.6074495787981853,29.16862836277042,-0.05604897071104986,0.33465055336362365,0.02559514470343034,1.07359,19.017505314631638
AAPL,Information Technology,3813817974784.0,3.9597525143693355,-0.4074421445990137,-0.9180541071610493,-0.7159152318613506,0.7269533984562127,2.6617335035118455,28.969651896426186,-0.039347732163855786,0.15947295685066626,0.023115460105142982,1.5202099,17.67051955658258
MSFT,Information Technology,3195174125568.0,3.857780107645468,-0.8820848789582175,-0.48797509679163503,-0.5667046732412648,0.149145644330854,2.2774832844045165,28.792662701668313,-0.16746420326052935,0.2878580308516208,0.12227800001124957,0.34390998,17.123231013868434
AMZN,Consumer Discretionary,2558168662016.0,3.7296730809354894,-0.3363031625726194,-0.5550057462150708,-0.533215813413194,0.09971049617661368,2.6043997433192323,28.57031275202338,-0.02014576260893175,0.26784837058206246,0.14453406841433408,0.24327,17.588858939349794
GOOGL,Communication,4093897080832.0,4.000582320075721,0.4897365752252786,-0.5288787899622058,-0.6080928613227401,0.15434754528171235,2.4591599484922626,29.04051846382674,0.20282045709980157,0.27564766124975304,0.09477218614508351,0.3545,17.381993538362863
META,Communication,1812426522624.0,3.531117187783903,0.1310914346022632,-0.29862998995937096,-0.5703697066035307,0.12874579216332935,2.0195181829181315,28.22568768361157,0.10601427749057613,0.3443804022444928,0.11984228754958474,0.30238,16.755810678255937
GOOG,Communication,4086677897216.0,3.999565438723832,0.48673923232486205,-0.5417046359908906,-0.6083161157296328,0.15434754528171235,2.1539020379217653,29.038753505859997,0.20201140859390487,0.27181895268268497,0.09462381545176628,0.3545,16.947213937153506
AVGO,Information Technology,1570783887360.0,3.4486747913785005,-0.6394930237419807,0.16198330985769369,-0.48172573994322926,0.132724575744659,2.3379609236609498,28.082595901996434,-0.10198334754057548,0.4818804223734529,0.17875340592270808,0.31048,17.209369465870722
TSLA,Consumer Discretionary,1615084257280.0,3.464698884520305,-0.473862863071994,-0.014129016610910946,-0.6741456434789513,0.004406350681152957,2.982257445073751,28.110408242932674,-0.05727613903171258,0.4293082355868177,0.05087474546092977,0.049250003,18.127042603699987
JPM,Financials,832712867840.0,3.083025981606142,-0.30751500910272284,-0.631478567432749,-0.1260144397990785,0.05946584197531689,1.5638394287684114,27.447954723221184,-0.012375209380234509,0.24502007956023306,0.4151524672345067,0.16134001,16.10678629543642
LLY,Health Care,929760149504.0,3.146539519848396,0.49320373913920723,-0.4621240762211851,-0.7121637299597199,0.4540825750752142,0.8348633929679293,27.55819248607168,0.20375632058871807,0.29557495055455324,0.025608637936984518,0.9647,15.068503914664785
XOM,Energy,596307214336.0,2.8906303910202644,0.6543784793822313,-0.7230074095818178,-0.09019047171632776,0.03464510639046631,1.940682776607532,27.114021831503038,0.247260913527946,0.21769733911206174,0.4389604048057736,0.110810004,16.64352521298219
V,Financials,620500942848.0,2.913544545793168,-0.4603401206131058,-0.7317532716106653,-0.6570288285843356,0.24524064576186574,1.3269523957408373,27.1537929610871,-0.053626054625130704,0.21508656733128761,0.06225025973920876,0.53954,15.769387505151474
JNJ,Health Care,547512320000.0,2.8414438319720814,0.5194767429857767,-0.8876099308861202,-0.5325428844822161,0.15487313768072752,1.4886557575459274,27.028650800667,0.21084797983949355,0.1685610028369087,0.1449812843660012,0.35557,15.999702005530631
WMT,Consumer Staples,949885468672.0,3.158877648896648,0.4048427091908168,-0.7205133569845251,-0.59845837077096,0.0964390518986315,2.305762924859015,27.57960725498051,0.17990574304909002,0.21844185144478556,0.10117508794138644,0.23661,17.163509776099925
MU,Information Technology,466951274496.0,2.749743695990104,2.905157791965872,0.9591277849678381,-0.5612814352097977,0.09100138591622613,2.3514801840731216,26.86949075190413,0.8547955535238971,0.7198400762020885,0.12588218233379525,0.22554001,17.228624982098506
MA,Financials,481375289344.0,2.767271505729921,-0.3448300439177143,-0.7182178611292136,-0.7265287464661245,1.011333319993664,0.7735787641751329,26.899913030159464,-0.022447354666099706,0.21912709159403143,0.016061917277656646,2.09915,14.981216065458852
COST,Consumer Staples,417431224320.0,2.6851542811309344,-0.13938302427813273,-0.8136236862412544,-0.6414557433783997,0.12917314299243515,0.6637669869806281,26.757385635499823,0.033007296270646025,0.1906470132321264,0.0725998402077517,0.30325,14.824810878096176
AMD,Information Technology,385406271488.0,2.6391649312705714,-0.5421439461007362,0.33761651663368786,-0.5133561348496525,0.00633188397775315,2.535050290717891,26.677563865466826,-0.07570669904462768,0.5343095847024698,0.15773243846463245,0.05317,17.49008434153594
ABBV,Health Care,394144415744.0,2.652081850780292,-0.14673386329614588,-0.5939434452816527,-0.760784381637433,0.6578896239307073,1.2438114741248893,26.699983216507235,0.03102314379887372,0.25622487988486214,-0.006703735643279747,1.37961,15.6509696837204
HD,Consumer Discretionary,372908654592.0,2.620172400438882,-0.28682125533789754,-0.5710254496667563,-0.7017829028492684,0.7804361582356611,1.0112026070996702,26.644599332743603,-0.0067895119405123605,0.2630662473825336,0.032507541018096525,1.62909,15.319664295912508
BAC,Financials,388492787712.0,2.6437606396203006,-0.25983321314202285,-0.8055220874375721,0.33656666958810183,0.03026844248617227,2.5052721385977885,26.685540442133917,0.000495151823721951,0.19306546271898553,0.7225752002075235,0.1019,17.447671245412295
NFLX,Communication,354155364352.0,2.590444305977981,-1.2019176348396134,-0.5150598037128226,-0.6370827508003678,0.1902646730647367,2.646235592315262,26.593001536149778,-0.2537940700391037,0.27977283715806195,0.07550604909161693,0.42762002,17.648445843121607
PG,Consumer Staples,354646032384.0,2.591241986854119,-0.20062568351172577,-0.8073140106636519,-0.5276928650354409,0.13524938409132997,1.6163774046104054,26.594386037118984,0.01647656101736783,0.19253054659790658,0.14820451636368304,0.31562,16.18161626509139
PLTR,Information Technology,349387915264.0,2.582635802567437,-1.2573942251869044,0.2191783367902625,-0.7223152407110566,0.076019541592968,2.6297337699800707,26.57944864693889,-0.26876841699369514,0.4989540009210719,0.01886213420898905,0.19504,17.624942256529163
CVX,Energy,353685635072.0,2.589679629213898,0.23527056498633173,-0.6810227332968255,0.05128009937665015,0.12089137864907483,1.569486331369945,26.59167431902239,0.13413450683475103,0.23023039848439653,0.5329790941082253,0.28639,16.11482919285577
CSCO,Information Technology,309449719808.0,2.512698518276227,0.023581200687075574,-0.6966443606716881,-0.5220132890717504,0.09033333832876388,2.10325686893923,26.458061459679765,0.07699491033522032,0.2255671070003169,0.15197905607024106,0.22418,16.875079897015922
LRCX,Information Technology,293232771072.0,2.481684979121174,1.5355306542952811,0.3997414630682887,-0.6984327340031918,0.3022747891727531,1.684973470681571,26.404232571081415,0.4851031872571061,0.5528548186083531,0.0347340004252831,0.65565,16.279317812596624
GE,Industrials,323606347776.0,2.538470983614408,-0.2833618836818049,-0.3941638543798972,-0.6633497700193308,0.19974497473683436,1.0832232839076934,26.502793638057017,-0.005855751752675942,0.31586210221703653,0.058049480564540484,0.44692,15.422243525007339
CAT,Industrials,307959300096.0,2.509916868999048,0.2622738882528019,-0.3969605075595656,-0.646093804735383,0.1940174912111178,0.5997644002138792,26.453233468642935,0.14142329529467235,0.3150272590445731,0.06951747158282176,0.43526,14.733651834588317
IBM,Information Technology,286683299840.0,2.468670539519231,-0.2498447256930674,-0.5105660296844677,-0.5796600877003861,0.15291322818519248,0.9755510502768593,26.381643958540277,0.003191263384939136,0.2811142965114918,0.11366807444576868,0.35158002,15.268885694863496
KO,Consumer Staples,321957330944.0,2.535527559407016,0.08436859803093805,-0.9185611106012395,-0.6046113168333608,0.18869279812202974,1.938777393477363,26.497684861113978,0.09340276043190632,0.15932160867366119,0.09708595534181975,0.42442,16.640811371051157
WFC,Financials,284055764992.0,2.46336560698182,-0.09145502863887045,-0.7224642853694799,0.13383564639879963,0.03784286752618505,1.8519310793177783,26.372436411438013,0.04594411216087324,0.21785946988457447,0.5878439629336165,0.11732,16.51711594980478
ORCL,Information Technology,472859738112.0,2.756988150162531,-1.638489983187989,0.1812565913737907,-0.6553844897627208,0.3192754928455704,2.248214266196217,26.882064644701526,-0.3716345100161177,0.4876337877180206,0.06334305649250493,0.69026,17.081543078441598
PM,Consumer Staples,279323246592.0,2.4536857759832036,0.6815736720597004,-0.6691817586069887,-0.8094884631657667,,1.1674795655069685,26.355635538055896,0.25460149174481317,0.23376510809622425,-0.03907155513814979,,15.542249956436594
GS,Financials,283168309248.0,2.461562762288465,0.4455107064036889,-0.5372022005694965,-0.17568617715272553,0.048418572526929216,0.4964244240014354,26.369307290131555,0.19088292633309556,0.27316299759262763,0.3821415618194417,0.13885,14.586464449459916
AMAT,Information Technology,255832309760.0,2.403072391587736,1.1663921746379424,0.062109695742572066,-0.6305148864909171,0.15463244583444957,1.3682348120700352,26.26778802679354,0.38546462558495187,0.45206664158024695,0.07987092857941566,0.35508,15.828186153399518
MRK,Health Care,275430572032.0,2.445600016174041,0.8255693954753609,-0.5319941681160837,-0.46625344572981003,0.17416779183508568,1.8053117287947251,26.341601426636867,0.2934690917343785,0.2747176738632888,0.18903600258722233,0.39485002,16.450715892911344
RTX,Industrials,269401309184.0,2.43284780940707,0.22035026717542514,-0.728767999037989,-0.3873973003078502,0.03401144433488804,1.0669055788543802,26.319467960539672,0.13010719162507978,0.21597771623861714,0.24144231846434958,0.109519996,15.399002177117378
UNH,Health Care,259912253440.0,2.4121881851415,-0.8332942343044121,0.1809022820119285,-0.17389725459042157,0.041802002793532834,1.4646746481129622,26.283609924231232,-0.15429453950487027,0.4875280210273773,0.3833304462161892,0.12538,15.96554565172366
