,Market,Communication Services,Healthcare,Financial Services,Consumer Cyclical,Consumer Defensive,Industrials,Energy,Basic Materials,Utilities,Real Estate,size,momentum,volatility,value,quality,liquidity
2025-11-04,-0.007026299013772388,-0.0004500882290974286,0.011202924785397046,0.005945015211478905,0.0021894480451915463,0.009929801764943395,-0.0053132837750623375,-0.0008578852498372025,0.002565519227737366,0.0007829217374305446,0.002455747648398618,0.0011456236750980696,-0.0027442610742908816,-0.010407971274096081,0.0036489152336713006,0.004471223414936218,-0.004885291034939473
2025-11-05,-0.00021543412659508717,0.018305897474289127,0.005523613369447888,0.005281279969814992,0.01490438659539771,0.0037487533857987585,0.002566410030821501,0.005686799969321495,0.000996422656313647,0.005864566905667328,0.0034378544665298835,0.0006649780168980754,0.007321835254674202,0.007601335603452322,-0.00165308125394417,-0.0009639890690644606,-0.005287943350389687
2025-11-06,-0.015576362685015435,0.012399892667921067,0.01731115569910057,0.009097902078277558,0.002896007810120549,0.013258365667562796,0.012523567920201543,0.022202168662920716,0.009328346210311561,0.01083046358093496,0.009481332038084872,0.0023157339409162056,0.0041891690093961206,-0.005573153370073904,0.0038431931286777195,0.003554588756598309,-0.004741497348818735
2025-11-07,0.00901080109491458,-0.008822728253787873,-0.0029750691977142607,-0.0027991356957897734,-6.805920377209502e-05,0.00409348655342045,-0.005162082412504415,0.006902203348778929,0.005869261936747917,-0.0037405596030119,0.0001595147723186515,-0.005376825542713684,-0.00011626693733712465,-0.0058112409666817005,0.002558705629554142,0.0009418398423174279,0.0027832753765471368
2025-11-10,-0.001943388912762433,0.004698032888098839,0.005144761629164408,0.004984849232844091,-0.002275108773568563,-0.009549602426872552,0.0023232292733550972,0.007179227644677424,0.015024643586315962,0.009383695637097102,0.008680216188678622,0.004358767210589723,0.006337816918639412,0.004169447185467263,-0.007284964775001148,-0.0029286356894623194,0.004099030714329311
2025-11-11,0.0037258052878962242,0.009523015363349367,0.022544434060909387,-0.0021503076516255185,0.008930621093355696,0.006180517727795615,-0.0012210382555090473,0.008513402137627819,0.008901313288113182,-0.004319401609687601,0.0011486131321493819,-5.818428121697758e-05,-0.0033778148042329947,-0.007186592659553939,0.004130052571354556,0.0035198719406621956,-0.0020081426588708464
2025-11-12,0.015603713562458018,-0.019519748360914857,0.004668747760402853,-0.0014212842360193751,-0.017491322030733676,-0.012826129170672374,-0.01213921016240181,-0.030178146190136767,-0.007171392315797895,-0.017725968934865523,-0.02538963671346751,-0.004944504385357275,0.0026485862793907216,-0.0016852816370071801,0.0008145670172937082,-0.0012831378461740511,0.0013952696956103842
2025-11-13,-0.0042327391774608664,0.00040172706388962254,0.008952279357534178,-0.012790085956366395,-0.008179900704907095,0.0011439669879744238,-0.011588396094034552,0.011461146060945138,-0.003748185645540529,-0.01355765910161776,-0.013726012460358851,-0.00445405694252296,-0.002031990701032157,-0.009738738039505281,0.00126932673409191,0.00440529586746234,-0.0010739316857100937
2025-11-14,0.0022155217412600614,-0.016131029013009623,-0.008486325040980168,-0.013992414530836838,-0.013259341918638864,-0.0037337855917541837,-0.0014879017468172274,0.013106142445308416,-0.014359204335853254,-0.0013229058087594794,0.0017521175173661444,0.001196224361538397,0.0014855753676275712,0.0006307794928476545,-0.0009330211242473198,-0.0018032287100275487,0.0011940186969287532
2025-11-17,-0.024460359387928163,0.026611887160137508,0.020227675708856533,0.00046567769748908397,0.010151593833740438,0.013120277103078597,0.010498102779771569,0.0033773973225971624,0.006166288329727495,0.036606141686759366,0.020790279446102813,0.006187804999935342,0.0026911176654126714,-0.0017364667193384368,-0.002215174304589508,-0.003199584531921756,-0.0016951699729455373
2025-11-18,-0.004760503253803893,0.020490782414678044,0.01587950003712202,0.007578916921668688,-0.013465897885068441,0.008935958885200867,0.0017984152397435781,0.017871513622541173,0.007122565001485242,-0.001277903850775979,0.008521048980539046,-0.0060206721604056535,-0.0028292453381778583,0.0003682434682736683,0.0002488122874048162,0.0022686739456021466,0.0011442908624946918
2025-11-19,-0.008496857027047383,0.006089254143040308,0.0012491338710218926,0.012616816345488915,-0.0022573250040229583,-0.0019754635977895806,0.005505825849051965,-0.005216545134944826,0.013606628459494539,-0.0009810885183099132,0.004809747989323208,0.0048352343774552345,0.003917673791732779,0.0036971351780747037,-0.004132985899518685,0.00027772156834791786,-0.0005580718330759127
2025-11-20,-0.024306611239110893,0.013560736945599953,0.014557925357472046,0.008062174580940513,0.0057272667658160095,0.03995991298054644,0.011122515316876165,0.013930132952897852,0.008998091652166206,0.021050144981248773,0.017170836547342447,0.004939353120272853,-0.006833663588076061,-0.004271062566616919,0.002986684197110656,0.0012422914166378078,-0.003091650147391736
2025-11-21,0.012848777748303133,0.02680869583806246,0.010511219222281981,-0.0035878732146800373,0.022326587357029887,-0.005192968437411739,-0.0037047253450681454,-0.006084782651248761,0.004249067262795273,-0.013586680155201493,-0.004568315104433198,-0.0032084115714487082,0.004884344245204405,-0.005445817319143483,0.005111430997561505,0.006430399784655674,-0.0032036689688201268
2025-11-24,-0.004994297592054285,0.018897437106967938,-0.0006299307030344062,0.00451149947474731,0.002721920316162852,-0.007986686581231976,0.0020821796938222895,-0.0037195527449025577,0.004882189023348261,0.02458797063074201,0.015927813817937092,0.013428282014119736,0.006210241440546657,0.014188808964780548,0.00024698108667898524,-0.0054469013563199055,-0.00582226950083977
2025-11-25,0.009151549525087392,0.014257659542656344,0.012942951430815712,0.0007395990826467081,0.017459205192428995,0.014349385995167056,0.0018265375002452986,-0.01427695638215281,-0.0005793321352453405,-0.009590138934436623,-0.007693629097818697,0.004892463197593326,-0.0006166654944069948,0.0012859800034560282,0.005993503163302535,0.0007429351121136264,-0.010149993634256565
2025-11-26,0.013170630642546883,-0.01964410293135225,-0.013654971697715883,-0.003262815504498216,-0.00993540786926382,0.002639268117395656,-0.005817795884141499,-0.00789241508950753,-9.240136425255123e-05,0.0005835852043590194,-0.004400479341029981,-0.0007861243403760847,0.0005955471071775038,0.004945644519280048,0.0011641373017023168,-0.0019249363526371345,0.0006228516507215039
2025-11-28,0.014814322326046457,-0.003663325259031741,-0.017271201435677817,-0.007442455977444089,0.0016027226649522408,-0.0015197775124319549,-0.006023828344889895,-0.0035374950504409985,-0.009393269153509366,-0.010713119396623188,-0.012149002440323388,0.0006459286827044743,-3.4403125137570576e-05,0.0011448750324253684,0.005464984298919899,-0.0026269280252802446,-0.0030683767552170506
2025-12-01,-0.0010858131646655743,-0.007204767554542923,-0.011505690272833146,-0.0037264012592876836,0.001680720208365676,-0.0006040421174447415,-0.01406519453805583,0.012169408325411874,0.0006233203581578314,-0.023745976099413726,-0.009481991405817118,-0.005894699559923655,-0.00017705188705962935,-0.001584496292489497,-0.002133628591820094,0.0042651725241634065,0.006586745976051148
2025-12-02,0.007038876695475959,-0.0013453278906786364,-0.01310448057599754,-0.007686046493378869,-0.0059375086032499936,-0.0047340161469705275,0.003752611845333612,-0.018958188145674387,-0.012728552521947165,-0.012897854378710627,-0.007059921489040588,0.0006161183392628189,-1.0897793105448163e-05,0.002334948564282709,0.0036843524399184377,0.003292537361709886,-0.0014930624635179498
2025-12-03,-0.0025818497139900452,0.015910958248790737,0.00936058023553398,0.02371054083313211,0.009722805845907604,0.013688341012646748,0.01277304689182941,0.023517422803943994,0.006633865792938053,0.005004937867575739,0.007828577768821057,-0.0026121779848190608,-0.0018863147643970908,0.007317034121161985,-0.001354933793578289,-0.000995829568469752,-8.281112504432424e-05
2025-12-04,0.0015286564685186108,-0.0007204889573713279,-0.009030039533109251,0.004503189117101946,-0.015945775981568266,-0.008523220855264618,0.005848900668607504,0.0040103893703899015,-0.0028425388531063147,-0.005565413242346225,-7.583611970191096e-05,-0.002268774972543158,-0.005320514166741175,0.0034094209839665617,-0.005236885132863529,-0.004307508258570967,0.0046860213196320095
2025-12-05,0.010185108935426799,0.003261947708624716,-0.014396128900606138,-0.007905490659591036,-0.001725443497846983,-0.005272692500960789,-0.01351443107126874,-0.014479785266758832,-0.017143982456997095,-0.013453446265236825,-0.009246576819220116,0.0022485164945285183,0.0025207630195289653,0.003616400658707252,0.0029127415799984316,-0.0018511748903114352,-0.005941639376401322
2025-12-08,0.012092720496821353,-0.03348325853045293,-0.022093436924374463,-0.01698952656382004,-0.02500941885261434,-0.02077825183183666,-0.011047851451611202,-0.024608704080957854,-0.030851931484417727,-0.030376644398869612,-0.01805810905800383,0.0005679087291702526,0.0037593221773231864,-0.0014635211703004,0.00390055544039991,-0.0010907085900543,-5.531239134414913e-05
2025-12-09,-0.0017024996308577945,0.0003057649953631634,-0.009171825226219836,-0.004526326450585524,0.0019634558070809353,0.007218792810468448,-0.0045973952476996045,0.008141488064580685,0.0021982464004603377,0.0018908920150239041,-0.005051048208712381,0.0018029154855436435,0.0028952553118786312,0.0011290547538150499,8.751883902277173e-06,-0.002125959456820124,-0.0008956512931293772
2025-12-10,0.0031639853940901787,0.005942233930274615,0.013816693591880123,0.008655444623590223,0.021387195196321904,0.003973692841252707,0.013761278773905853,0.007802028466868339,0.01017597234190848,-0.004870608784618871,-0.0013734405174873395,0.0003943360590400715,0.004798257617044172,0.0038419192689334966,0.009061630880099357,0.002889286927959625,-0.003392509299120898
2025-12-11,0.002417203392260403,-0.009252659879550285,0.00910532524076143,0.021997624939530322,0.005049926584952461,0.005126640436659289,0.007687065054647849,-0.0035588447800893094,0.021483116836736597,-0.004437945547110017,-0.004174897445746169,-0.0013039924275456282,-0.0014542618555361255,-0.004334089378732389,-0.0007688416380316987,0.0005644001175923066,-0.0019457896776451313
2025-12-12,-0.026825658579186902,0.025798257735482378,0.031674694909866095,0.02997414974808123,0.030350103512849967,0.02925441089359981,0.024390488010277808,0.021246876511122014,0.034598993502392955,0.027330472619348872,0.025063752042721363,-0.005297553788148149,-0.005412818216498408,-0.007469576785056301,-0.004774183151101232,0.0047626999138698466,0.006060977900054557
2025-12-15,-0.01472118609531146,0.012046925936891545,0.02933015479999181,0.019700150882071457,0.016198940194453684,0.015380802440603232,0.01774757605314525,0.009468619401335459,0.015687621422211504,0.026679515196521245,0.024741281106438716,-0.003314983729756782,0.00099254455955259,0.0007653325691055609,-0.004995895162840418,0.0008137680022976924,0.00377947135772868
2025-12-16,-0.004497347682388777,0.0013580825720117845,-0.009428231435602827,-0.0003925255069771335,-0.0028361179986390317,7.517059804901652e-05,-1.4693945618849035e-05,-0.023188984887777615,0.004403382295943159,0.00335040871110488,-0.0010569787011333472,0.00045477471381712126,-0.004932078437489131,0.005796579741353176,-0.0027756541900138165,-0.0007021682290285529,0.001750565985451179
2025-12-17,-0.0005079786538733307,-0.005611854372836879,0.0036123781942919188,-0.0024556080850711916,0.006447127155544352,0.0044037320357742556,-0.011116746134048523,0.022439921740717055,0.00599001614983939,-0.008896704129462793,-0.005132945328433371,-0.004156635467380321,-0.00234160696978057,-0.011213584562388707,0.00401828384411657,0.0018175089552181568,-0.000270725747987782
2025-12-18,0.0015147616788548192,-0.0006224459139777631,-0.0036051326400742757,-0.00460033197737096,0.01012600846263747,-0.01003996684427331,-0.00020977004259158856,-0.017891536875207337,-0.00689525984702569,0.007729210933352907,-0.00585959616609169,0.004439305613432002,0.006550498493909475,0.0039964660657934754,-0.0017513360592122358,-0.002691462624219828,-0.0018696718644362266
2025-12-19,0.006099597205771974,-0.009946840681560347,-0.0007221959718280772,0.0064552962317186375,-0.01842865775940334,-0.010986840581483352,0.00032527506279179046,-0.00640767593896557,-0.0022749382920549464,-0.014389139863660331,-0.004455123414950507,0.00040632704101160964,0.006406589919173723,0.004821143984084598,-0.0031864125424704457,-0.00031330862427963806,0.0024500678614842253
2025-12-22,0.0012930092296510839,0.00250506262836742,0.005464040108242186,0.014472452083224627,0.002868870830051103,-0.005127076465268881,0.006962857226649284,0.011165581920001647,0.011014890972064461,0.00619298715636382,0.007287526599465505,-0.0006672944429658203,0.003065551611520814,0.0033890173796902326,-0.0023379097397286286,-0.0014364257593690811,0.0004110231706155119
2025-12-23,-0.0024702979832541784,0.0002922720602513576,-0.002854614154395064,0.0025258649511391354,-0.0037844028443855533,-0.009121055859474146,0.001725538062969982,0.004854970093505993,0.005323313830010435,0.00487965059254862,0.00515880777394554,0.002875102604927624,0.0012967963808370583,-0.0011130442530806607,-0.0011494343985420765,-0.00018284797419246436,0.0026982699409057093
2025-12-24,0.005923608116216193,-0.0017447134763752862,0.00041117770764639145,3.712443269883335e-05,0.00216062026158961,0.0046637789063872,-0.0026545814518268533,-0.009011068267792615,-0.004991146574177361,-0.0012897691885618166,0.00019807140531416818,-0.00015165140374453302,0.0019842353156024036,-0.0001416386734945634,0.0028890503251367675,0.0011446950315279808,-0.001606087505888114
2025-12-26,0.0037000755017565323,-0.004799509022143168,-0.0019192017348772202,-0.004507946398178467,-0.007870220003677191,-0.004413204264138101,-0.005898565162227634,-0.006395835190078359,0.0017762985221828004,-0.005481999915521701,-0.003055307264986961,-0.0012592331634770574,0.00010421066985490469,-0.0015114935239811727,-0.0006717792295338191,0.00015373455324761988,0.0013899808845129857
2025-12-29,0.0035032835253686894,-0.001049071281250962,-0.0034242617915168855,-0.012207945976963707,-0.00389753094526259,-0.0012272008156937774,-0.006831366180182157,0.005223244536059375,-0.015757107173444845,-0.006284625864268164,-0.0037076097225297025,-0.00029158842912919183,0.002948528717021222,-0.004405855523501003,0.0024385030208148024,0.0011472126169672205,-0.0021305931601913334
2025-12-30,-0.0009803717048685805,0.004241430911830917,-0.00018289088966647537,-0.003131407558935296,-0.0019879902757760494,-0.0002649968378705332,-0.00043291873805287366,0.008461770233923641,0.0034467814938611897,0.0032663877602739587,0.0022763979740333794,0.0008650520790036586,-0.0011102258054833628,0.0005877522598817855,0.0020264882321795945,0.00020244183259768007,-0.0007787223766797852
2025-12-31,-0.009574268836151636,0.004763602427485219,0.004343069820109353,0.0008329834117654204,0.0007259626849721814,0.0024435814315207217,0.0015660690842707855,0.003868963456342947,0.0016881748357791178,0.0025540642183445876,0.0009331813813696498,-0.00017999375261810427,-0.0008141885876812824,-0.00158914776446235,0.000278859815614545,0.00046351114610058367,0.00175324250922995
2026-01-02,0.00021337418114839902,-0.001870194924832728,0.006876633159747707,0.007472460643047021,-0.003516282129558869,0.008351705007681719,0.019092699034306177,0.0203023466456276,0.009114237210742868,0.008569856961225511,0.006841983307034733,-0.0020580524136409794,0.013303446339738007,0.0037015913050279644,0.005506316453189087,0.003866449673513179,-0.000985931962570328
2026-01-05,0.0020330570864573413,0.005354215026842348,-0.007011371828545533,0.022061708988007404,0.017084642969877672,-0.0015784508397014283,0.011232535479438976,0.025873305462597463,0.010665086784533085,-0.009503504779451097,-0.003131669955180834,0.0007106102261254247,-0.0007598006119044188,0.0027211766495199483,2.7958521237106288e-05,-0.005229213987624223,-0.001176892750704192
2026-01-06,0.021848047384898886,-0.01996297154874104,0.0005335135607838384,-0.015843783263704617,0.002191024063592516,-0.013637929260732892,-0.011495143105046535,-0.049081444327136944,-0.003427286099407018,-0.021684905855536424,-0.022200473662278244,0.00022807593928677274,0.007006960839448251,-0.0020550569335593843,0.002250904812103426,-0.002702340497759186,-0.0076562020690677905
2026-01-07,-0.010550831200276833,0.01043156650634621,0.01880284589680977,-0.008369487310069153,0.0033618754134035382,-0.007259235945117203,-0.016890039224083112,-0.004183919636843082,-0.0027768961221592884,-0.006721960518419053,-0.0013215461627277343,0.0044050454462540665,0.002426806752681961,-0.001880939045527338,-0.0022928996528263535,0.0001622864867877744,-0.0006524777763705231
2026-01-08,-0.0034926834453783526,0.01956985260587529,-0.0041503357744523284,0.00525041870066557,0.03081417547823114,0.025382977065941812,0.01687038669874053,0.03581902585295274,0.014144147907948627,0.008468572768671847,0.007629498668838698,-0.00038571003211954763,-0.0017926899238987443,-0.004382265101058714,0.005510577029192309,0.0011818231993832506,-0.0012836990939707746
