,Country,Automobiles & Components,Banks,Capital Goods,Commercial & Professional Services,Consumer Discretionary Distribution & Retail,Consumer Durables & Apparel,Consumer Services,Consumer Staples Distribution & Retail,Energy,Financial Services,"Food, Beverage & Tobacco",Health Care Equipment & Services,Household & Personal Products,Materials,Media & Entertainment,"Pharmaceuticals, Biotechnology & Life Sciences",Real Estate Management & Development,Semiconductors & Semiconductor Equipment,Software & Services,Technology Hardware & Equipment,Telecommunication Services,Transportation,Utilities,size,beta,momentum,residvol,nlsize,btop,liquidity,earnyild,growth,leverage
2024-03-26,0.0017093017086984006,0.01826650025792307,0.005004605348298744,0.0027357733294502127,0.01424766932092495,-0.007196823132188453,0.006808996566347223,-0.0004669837515577824,-0.026639351159715288,-0.0032389665842865933,-0.0024741162175151233,0.005467876060523126,-0.006879046575072434,-0.016546409132558254,0.0003504958822621066,-0.015419290080952506,-0.002191728092194038,0.01107589076272308,-0.002575105522407942,-0.017940023794997914,-0.008495213708248734,-0.0645805157088778,0.002079972907372287,0.010223667487602589,0.0006321156228264314,-0.0024956335442264006,-0.005719137163540773,-0.0013119327996412768,-0.001142699989361711,-0.0005234015171054948,-0.00033465072617911616,0.0009037112325713701,0.0026415532025178146,0.002013621560303312
2024-03-27,-0.02683267245012356,-0.001889661737276385,0.0071307143333282225,-0.00481114647645029,-0.010217743537502974,0.00413360349838589,0.009747562706684672,0.006944245639290478,-0.018694914409504867,-0.004363625301284335,0.0033161019917086936,-0.0005045398343321557,0.006452068120943359,0.0076691695134121895,0.0011288448518557627,0.004224360982197023,0.015257668434018157,-0.0049641572086051335,-0.004976467516856415,-0.008423536276606592,-0.003042603361322034,-0.02600032073863417,-0.0019076834628578765,-0.0021476032092835255,0.0005956016916714964,-0.014308006775863826,0.0008710330961999095,-0.0003441665422508747,0.0012313767701717705,0.0007751162617837927,-0.002326756953751707,0.0009111754237438141,0.0003915709374139345,-0.0012933047005110594
2024-03-28,0.014241984599010979,-0.0012502464856350508,-0.010410767547110237,0.0025805765165319524,-9.385767372931461e-05,-0.0062768578901711385,0.009574415040405067,-0.010694684402491892,-0.003178690578623209,0.002150566044518952,-0.00956706919304996,-0.005440193695574576,-0.010618729234671625,-0.002547350647994316,-0.0006304910201448928,0.00021376399916634212,-0.006378480266658159,-0.007211534934871192,-0.006114616897749758,0.01071816234307848,0.004598724061190283,0.008874881564319483,0.007680492885720251,0.003021229700819506,-0.002597041902436158,0.009772281002357382,0.0016749766450998079,-0.0020919338670745405,-0.0032697899621160803,-0.0014549615763979216,0.004255846339863864,0.0016669331271373464,-0.003051121232101423,0.0011262819575926326
2024-03-29,0.007940152709950634,-0.003751178526115685,-0.0048935901008261605,0.0022600266317950955,0.012706399296087134,-0.007332121523827402,-0.002256289767610284,-0.005526501624028237,0.01340439305787352,0.012139750224299117,-0.0053768560232606176,0.00327059167168249,-0.004892463742110165,0.019041165763182585,0.006124029928720205,-0.020611272432139022,-0.009122264338530195,-0.016552512580916355,0.0008754176736982333,-0.013306400076315287,0.0029024525707317074,-0.011831785622272323,0.00081891419263251,0.009869616135883554,-0.005020947140545725,-0.0002312268277056544,0.004177694855862029,-0.003437361146303366,-0.0015490466501693785,-0.0034690265392821715,-0.0011481041957049796,-0.00026846890763458317,0.0009158260352500771,0.00042423240841815425
2024-04-01,0.022886530185867147,0.001215587189436472,0.000636610133544842,-0.002349328017496266,0.003909597840510368,0.004177407055727678,0.007484427412117606,0.015452498879304867,0.016691381417477995,-0.006442576606442343,-0.003029281194824929,0.008105603252623961,0.0012283273591734514,0.010039489864677249,0.003958960016734428,0.011614812788460894,-0.00038424892355975624,-0.008907138787703304,-0.007249960273964714,-0.006682308435764325,-0.003548278832728041,-0.021714506280566814,-0.0032048669750976504,-0.014105440507928061,0.0022407025904627176,0.009696429439371096,-0.0006876055487546912,-0.0031562399679299392,-0.002325342706578363,0.0004858710021868868,-0.001125384967981804,0.0008766427571713248,0.0015605661188204617,0.001851324700325888
2024-04-02,-0.006402845291494329,-0.004307933032889214,-0.002366293055540914,0.0031433023596469153,0.002506497703216619,0.0005634122585678352,0.0005515196228956456,-0.008559351186015873,0.022971525632644322,0.005951408835485877,-0.0008893612223552873,-0.005674078694392224,-0.0059595672238807375,0.004558433179167764,0.018089388525627064,-0.01703163401950549,-0.006155989181074069,-0.009318384640103317,-0.008105542098810477,-0.006764443666137731,-0.006695324303362046,-0.028122241635734953,-0.0018324306863248866,0.011054678732233411,-0.001532672262958482,-0.0040671841206505735,-0.004312814350218492,-0.0010719078958059995,-0.00041230057925876226,-0.0012676636276474419,-0.0021665143502799973,0.0013447808424037536,0.0009207661761652916,0.0005400671493943776
2024-04-03,-0.005184643913682354,-0.01123160961475738,-0.017112120456014283,-0.00530405675228827,0.0054409786797704335,-0.004772088630924054,0.0018766134593789028,-0.0020147165569648247,0.021055214136017797,0.020789790078843885,-0.005721645214682186,0.009288938293023104,-0.004655654426682218,0.021217491010167358,0.014076766733454439,-0.006979599201257727,0.0012698891834065755,-0.0024543713981095014,0.004385542104006841,-0.010473885589602813,-0.0019590520384735965,-0.0101480446997271,-0.00951734906969471,-0.004633498623720354,-0.0018155869837920113,-0.009910446521692273,0.0001544207445261301,-0.0036832989314150087,0.0006004932733714413,-0.0016632290918256424,-0.0004516518036796602,0.0006752759999273502,0.0006747861125967742,-2.3500813413443327e-05
2024-04-08,-0.014750872458460282,0.019840798862757796,-0.0005038903452650885,0.0006734635759796918,-0.006646696753011975,-0.006227701869715403,-0.002201657377936343,-0.012218739724262823,-0.013343635911986574,-0.0026617323928276753,-0.0020162484813777953,-0.009297530279583787,-0.017325235554899034,0.010746906362104585,0.0036779242166849785,0.005320934250582482,-0.009915454615835075,-0.003130988762942519,-0.0063847550243242126,0.010004152278661088,0.0019615095852888033,-0.0018555948814372547,-0.002140266895589077,0.020611145523732166,-0.0010436711439804293,-0.011589302179858343,0.004634873866076954,0.0002743982725315258,0.0019140253741440749,0.0008265813696428585,0.004076674674050078,-0.0011260496174410033,0.0005987218834358175,0.0007550249312935607
2024-04-09,0.006129390818307608,-0.008022570226209554,0.005830950651421822,-0.001156237481026391,-0.009188434557145162,0.0005513970294391983,-0.0001267969238764481,0.009951038525573407,-0.00017158406958977428,-0.003084156166738573,0.003581019672595987,-0.00560602057351948,0.010565856946719306,-0.0018853465200833718,0.008343093040942861,-0.0011557172672321387,0.01102396495654391,-0.012897395759614077,-0.00373876280461659,-0.012730410238569792,-0.0032067899816185463,-0.014252200657745172,-0.0005618434136117742,0.0023483743668340543,-0.0022301463165285847,0.005021213415935197,-0.008665819554797043,-0.0006947030208898578,-0.001232679358866747,-0.0005411676469640734,-0.0010647048041624503,3.9975582679887775e-05,0.0027300570808988806,-0.0017192616755654488
2024-04-10,-0.01595831224987267,0.00700173456315559,-0.016115277847380302,0.0025832998178033865,0.0044858795213067746,0.0019346907488679366,0.003213700962086111,-0.0002566701129654874,-0.015283365353119688,0.009144865302879487,1.8746374432327523e-05,-0.006246002599075582,-0.006349405009325457,0.0022560185685351238,0.0037283125273777757,-0.0037047757001226825,-0.0011394965002323818,-0.013653271608757343,-0.008733632834674751,0.0020422513277435213,-0.0027734046188607722,0.004801351041483605,0.006836371739925982,0.008088200325348793,-0.0007387376633413115,-0.008969197110878034,-0.00020079033555534377,0.0008541300582040071,0.0014713286408003369,-0.0014874157218055309,-0.0006274793182939418,0.002839189254558096,0.0010672743638961508,0.0010430252077277997
2024-04-11,0.0003740951109961769,-0.00015455953532140555,-0.004502162167378407,0.005116101101743392,0.006078176867449496,-0.004078011060297558,-0.006288583094099743,0.0069140028508484575,-0.00963342933149219,0.012739346974308677,-0.005144600722065714,-0.005650032292765367,-0.008105077217491758,-0.014964636733324911,0.0013502943517966354,0.019061101735749188,-0.005507537767776105,0.0012886634639268546,0.002343170212982828,0.0032010546658042555,1.955025632634062e-05,0.012464410117240416,-0.0016977593367378746,0.0035353862083764257,-0.0007706627486010837,-0.003184179672251844,0.001922817363850108,-0.001889790427731717,0.0002899899994367436,-0.00014195601678303633,-0.0018254028579762626,0.0017708977700304914,-0.0017670542261048615,-0.001878135558259702
2024-04-12,-0.007474637379261931,0.0009852468215813313,0.0074586580026255065,-0.0026034178153817988,-0.01439131530381261,0.008822200720439632,0.005896112911940986,0.00812453112456826,0.01745575738191452,-0.0004728538591532545,-0.007668414000354144,-0.00859110917171956,-0.0045700461259385525,-0.014681364132847105,0.0023923713849659744,-0.010679002474816547,-0.001970434912815483,-0.003824094546570063,0.01059412546786354,-0.0006956608106695745,0.01012694278633018,-0.004826702492568437,-0.0017139181315297014,-0.01156478456965878,-0.0020043896823084273,-0.001971333893458571,0.00874093299500621,0.001900172341983846,0.0001079126080903283,-0.003586838463860025,-0.0047947805716717215,0.0021360314038824575,0.0005630261102126419,-0.0016950524964079363
2024-04-15,0.008831467142926128,-0.00741329719394407,-0.011889354728420167,0.0020498836899440027,-0.004491308224872145,-0.006942367305342639,-0.0038773340978784866,-0.008848992150523748,0.03898979209513378,0.013607828297736638,0.011223540545371367,0.0027025148333152857,0.0039023101202694224,-0.027930466257651696,-0.007669225943605418,-0.0040065331907168,0.002002807306260137,0.004938688519929548,-0.003352853260020482,0.0007977506917214844,0.002099558489293162,-0.009931692962907397,0.008663205294546518,0.003809100689492628,0.017355546106743384,-0.0026883733500417725,0.003115398095414109,-0.010241941451322675,0.006534422113197688,0.00340878711492755,6.359438835969419e-05,0.004873672996423059,0.005374757269499344,-0.0026963437196036136
