,Country,Automobiles & Components,Banks,Capital Goods,Commercial & Professional Services,Consumer Discretionary Distribution & Retail,Consumer Durables & Apparel,Consumer Services,Consumer Staples Distribution & Retail,Energy,Equity Real Estate Investment Trusts (REITs),Financial Services,"Food, Beverage & Tobacco",Health Care Equipment & Services,Household & Personal Products,Insurance,Materials,Media,Media & Entertainment,"Pharmaceuticals, Biotechnology & Life Sciences",Real Estate Management & Development,Semiconductors & Semiconductor Equipment,Software & Services,Technology Hardware & Equipment,Telecommunication Services,Transportation,Utilities,size,beta,momentum,residvol,nlsize,btop,liquidity,earnyild,growth,leverage
2006-03-31,-0.006033481569110476,-0.01107679171727575,-0.0031188670160708113,0.0027899277444207783,0.009320244681389006,0.001479974455265731,-0.015242360725336114,0.009783324290753397,-0.007604765714330858,-0.007936800063375491,-0.0065059922790148455,0.00882601380410516,0.0002382276151497518,0.0007278530571167284,0.001429141078254036,0.0009346203560479841,0.0017812970048208124,5.45890596951249e-17,0.0018026304398688615,-0.0015060848014006804,-0.017804366321755517,0.0009574068397589864,0.013874573041294684,0.0071777951753107545,-0.009875939875741998,0.013463541419117635,-0.011071415381498573,-0.002144141395851702,-6.562209659741178e-18,-4.081476345419367e-18,0.0009818902482085549,-0.0002043065961517838,-0.0013052775612000566,-0.0022595033066401937,0.0007099133897190193,0.001546415068956813,-0.00027184242831173905
2006-04-28,0.019941838126504362,-0.07509649664085331,0.04033532727777494,0.011462400886163276,0.007621095370387857,-0.030042653313946635,-0.0368714174465768,-0.0006390193562977861,-0.04453679194495971,0.019448146681011098,-0.025589356597165873,-0.011382371339655022,0.002309459262159405,-0.058796682957503336,0.01121894038332588,0.009459614561194558,0.014420471059795114,-2.0720820541650926e-16,0.014389427736981375,-0.03789762196102353,0.06045857781041651,-0.012472762582532401,-0.030081813120788177,-0.041772928838676164,-0.03872853967261116,0.004022841912139633,0.005828393003714876,0.005060297867034811,-9.403799754313945e-18,2.4858651089277178e-18,0.00543457836276239,0.0016290049706338705,-0.0004894452643804957,0.004731078063837188,0.0020031690794916563,0.00032079840046148587,-0.004727093550764635
2006-05-31,-0.03261258686154656,0.03365797975955542,-0.01305382179752251,0.007750150803900329,0.0011494031193816086,0.0017754403006148597,-0.01471654036488357,0.0011949947364375958,0.03673538791532802,0.019448505363480608,-0.016068942293741277,-0.022316909910344306,0.08138253478719704,0.008789745230172523,0.010142674159626427,-0.011203610261992628,-0.01816489764317859,-4.1043892233846896e-17,0.014263860547571632,0.0037147110094918386,-0.06366705522115886,-0.043712125136995364,-0.02005845790034678,-0.023530719602154606,-0.018807484560433824,0.04752515223489729,0.029276345126201198,0.002866626909457197,-1.3571815369922762e-17,2.602727869108255e-18,-0.013984616389463782,-0.0007977735208525322,0.0004857278727785539,-0.0041777928578701365,-0.00919658247442243,-0.003463520548101685,0.0018325452489853416
2006-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,0.0012159939327447676,-0.0020753131094554773,-0.004695041598060342,-0.005762077497070683,-0.001826353362454162,-0.019781529837731966,-0.018069638731631706,0.036477063425585,0.030574761701598455,0.0008997357379508643,0.04852242000516748,-0.00948838847276614,-0.0015422384830507852,-0.008807985451653408,0.003982723782119901,-0.018479764019246298,-0.0035958985878761828,-1.6394076915896284e-16,0.016856899670548733,0.008630592199032934,-0.06072825044724091,-0.06540950486830252,0.0019549764057984506,-0.03918910843255136,0.07133752385619639,0.052354845968352666,0.02873497396947743,0.003966346267775045,0.0015216502577783601,-3.1054777032500206e-17,-0.008822322696609843,0.002308180584317546,-0.003929682572669434,0.005137869139356891,0.004087460078844746,0.009665637158857269,-0.00359899115380149
2006-07-31,0.007833889639078634,0.004090364360802639,0.01493683366482746,-0.04952805624001332,-0.058361794794770896,-0.04788934530458978,-0.009906760725775234,-0.08038566936318217,-0.057121723757652544,0.0362363917421963,0.025441593727701103,-0.009567506665676921,0.01970678936684207,0.03908811650646164,-0.030532506077680533,-0.007545055258423878,-0.015838343201215774,-9.92692948371589e-16,-0.015670361187343263,0.02247673164802995,-0.026165854385373194,-0.03450569829961722,0.012807484334324857,-0.0010476583605997726,0.026954070947324195,-0.0870816248249177,0.032982742863012414,0.010196073296397132,-0.017567710943322584,-7.612543738825155e-17,-0.02067295962108639,0.0008083516324871682,-0.0015188546291542563,-0.003961570326395937,0.004218166245146648,0.0033373450454231143,-0.0017853691096768496
2006-08-31,0.024465017797179023,0.10228176720385913,-0.016472717477427568,-0.010294622006963763,-0.0010238061466979482,0.011127572381800128,-0.0008668704666386425,0.03182856776975016,-0.00107228916122821,-0.05603148464102714,0.03613731714907253,-0.012589471686230567,0.006358480921490252,0.03158950084308227,0.020098627456069787,-0.004780517849723564,0.010725246905214012,-2.1526414202601213e-16,0.010557204078935383,0.001108248099742818,-0.028921178879317246,0.06281124455460464,0.035943500705709,0.07099982401319672,0.014591476057467436,-0.05597563408848944,0.004607578322069655,0.007408395183674457,-0.0006680853660737267,-0.023027462612602474,-0.001287254127334017,0.0018343337604560844,0.004466214019808581,-0.00782527096176532,0.0006975062121368806,-0.006706108551189062,0.002675700042304912
2006-09-29,0.024930854652667638,-0.008942360785278405,0.0026373320305767968,-0.009648345617161753,0.028546308059240376,0.03881741816151358,0.03679860590681325,0.03603556657804041,0.023585929622604095,-0.0700449509425123,0.003363366494630528,0.03912092473307131,-0.005012909598806766,-0.021955688119260193,0.009279816048863115,0.009581741406536294,-0.032011422553767384,-2.4991742085501394e-16,0.015154829135185392,-0.0033059021833163347,0.03939098480126053,-0.032312745919644247,0.047522030374886184,0.03137472576833896,0.02000818687600951,0.008762199622547526,-0.024247598698198522,0.0005793174102095192,0.0010241964352266618,-0.00637457619758523,-0.005080952391749112,-0.00276791279503051,-0.0020384397995568994,0.008424395033968248,0.0009087772524386392,0.0008636854834634078,-0.00022630828330556015
2006-10-31,0.03486919597658898,0.0071492964579193165,-0.011457997449140056,-0.005746008323015503,0.0070196935564834275,0.02230117578981774,0.003806889350580423,0.025890999521240018,-0.007595150427148093,-0.0008468575430723348,0.01806104649744628,-0.0030443091342310493,-0.013851933436151154,-0.022740359539603447,-0.0020708612879218567,-0.01930152717129998,0.03234375629613906,-8.395379876798474e-16,0.030551925529905426,0.023316692130658807,0.12879222589011455,-0.05980681996069612,0.008876557575136397,-0.0291537685527482,0.0104020250758812,0.02617747964259408,0.043678431535145446,-0.0012483988129238532,0.010997585383383714,-0.002591018647338317,0.0006718398004917372,-0.0006121490207691273,-0.0034037234317765884,-0.0018974351338840695,0.0013224059871671434,0.011519383905446871,0.0028336258404148716
2006-11-30,0.024808491436021346,-0.011498196626399903,-0.02656972296880058,0.008456430510441032,-0.009578737927588676,-0.02803603642517223,0.00880000585776288,0.03582270326622247,-0.0632647511123471,0.05112918915460234,0.01937689076951094,-0.016959180440948456,-0.015211246645272743,-0.021467881051189845,-0.0016038929203712905,0.012950142734344621,0.023231302183655586,4.799365419110046e-17,0.010924017135497,-0.022676537574145415,0.03989106433016479,-0.02301852781194809,0.007094905265985885,0.0305563191639011,-0.008408259754986543,-0.014870923421980833,0.025170321590733517,-0.00040366103640197067,0.014391788466212772,-0.003252426826993131,0.011024239535263571,0.0009743249902326883,0.002881783346773039,-0.002260383898731331,-0.0011012663833673297,-0.0023384169123021005,0.003940912547852195
2006-12-29,0.013748443562836526,0.039316724874383285,0.018423068314163116,-0.005070352295735821,-0.010850611833167243,0.006063185154588093,0.01868736793121999,0.019512123356346188,0.021583580927746513,-0.04341140350121969,-0.028710279660313188,0.016308803035671088,-0.002580103161475085,0.020418989078326278,-0.0055090954484788,0.007954197232944448,0.005703226346637955,-3.1250365810201206e-17,0.008143779829701681,-0.01712548364658557,0.024027234701817703,0.0007629665872998135,0.0014785960062266793,-0.028022226818369644,0.014252492896772273,-0.023790926303541595,-0.020787182675653125,0.0033230289561264983,-0.007099608775854753,0.0024983950404651335,-0.0011990530043567722,-0.0009845300379476255,-0.000939784356841766,-0.008236311559855422,0.009747422208925717,-0.004318883646666328,0.0035551089307802684
2007-01-31,0.016631933261580016,0.06439349077711017,-0.015717013970204113,0.00800907548737653,0.0005472497021224103,0.0033230985985476177,-0.006058621080943022,0.03257515188669322,0.014726025449916766,-0.013335209672409531,0.05618195788954907,0.00469700624103742,0.001178604995780688,0.03123784623891952,0.026085354216320866,-0.02524438784967553,0.02628180034168165,1.1003553665193731e-16,0.00407491821581799,0.010183306042684196,0.07152172214809448,-0.06506827798980243,0.0026988697719809427,-0.024054266749780364,0.03964867887953735,0.011255723960732978,-0.013637087716955789,-0.001988880350139803,0.010643634671277631,0.0031708894642938847,-0.007836496082070824,0.004100207053598862,-0.0005750455022677149,0.0056205515640834315,-0.0041690754126988555,0.0013245655447098122,0.0008968048004030859
2007-02-28,-0.023936796549270653,-0.014448464737212823,0.009663303257438492,0.006710919764105541,-0.02554197915736554,-0.020251538473909647,0.00014991778336046036,-0.039664161772432587,0.016329813858691845,0.010957847333241264,-0.01453440490405964,-0.013850246528351071,-0.0016196067569800097,-0.0021142047534539474,0.012704711551516873,0.007072033797604248,0.02840753778184274,-2.1380395656161904e-16,-0.03083505030070574,-0.031665577740990075,-0.10824796404322289,0.022262776989937127,-0.02575989788879931,-0.01113101736198159,0.007599392640571042,-0.008426539397378094,0.04980970677877901,-0.011574840118796415,0.0014963291969829822,-0.0012872501695313338,-0.0003430878212972277,0.0037659704065571265,-0.002353600054185216,0.0029190099172318584,-0.0005552921332099695,-0.0034593063561601453,-0.0028530827070488525
2007-03-30,0.009577340912369893,0.06720722508570941,-0.025608901816406012,0.005571691711755015,-0.031675720188241205,0.013954725128335625,-0.02121082093081576,-0.004672859109150859,-0.0032768621903450927,0.052939016822877556,-0.04259752036782777,-0.02393080304338403,0.02100245491547484,0.006762066741436216,-0.008493647751663776,-0.00935800392628942,0.021197518725349074,4.8965151847897855e-18,0.01838090518547207,0.002985514788234834,0.003988719428253379,-0.026811388983991543,0.0036738626732136857,-0.0032470689764545575,0.008260707054127056,-0.024858920246651876,0.029173205169108762,0.0025809239283488107,-0.0039715595360454835,0.011377018344623758,-0.005417229340732209,-0.0012692197412527285,0.0007337198446781698,-0.00424824774003144,-0.00034525447832878893,0.005004470208347344,-0.001519147902171115
2007-04-30,0.04298996314015979,-0.01960871796905641,-0.021674531173136828,0.022019467906564123,0.008934462297088695,0.01714003263655533,-0.006159253007662981,-0.023966971849927705,-0.03302726110386867,0.015754456063912306,-0.03546724924019609,-0.01036051551088428,0.010820667885420847,-0.007603217035035113,0.010765462308797373,0.023929542380892208,-0.005399491415800828,9.451991055471584e-17,-0.00711916256596052,0.04073292020016125,-0.0912000219049205,0.03409954809525275,-0.010659598438377023,0.012502540566364531,-0.02372522252678742,-0.06454835841531027,0.007335834318394771,0.007353504224694399,0.01708674077364991,0.0005235508848951984,0.009686909978816603,0.0018187925852588373,0.004198715373695231,0.0024465847765882394,-0.0007667505073995538,-0.006231572530887853,0.008975453852079526
2007-05-31,0.03691574607775981,-0.0014175803203383235,-0.003230284806525105,0.021332125154258447,0.03806859770752634,-0.0226611316238561,0.0069819537801454916,-0.01072913485466255,-0.011182751637048557,0.03365987278758807,-0.023458812448037967,0.023842611449621985,-0.01742235633910682,-0.019343370902396483,-0.05531698654673621,0.005239676358023597,0.02015160552396332,2.2813538354263464e-17,-0.008954814184733944,-0.034775888633488114,0.03800645398403007,-0.035119431803404995,-0.001914486194715913,-0.009628901796544976,0.0648945026341842,0.009682362474225908,-0.0317338180997002,0.0007912080705564204,0.001966696204179357,0.008007196898707396,0.003000112512574413,0.001111203466396018,-0.002124608898288547,0.01051417413727404,-0.00496331277150993,-0.0012653270668209534,-0.003833987546019651
2007-06-29,-0.019382696630204903,0.0537733845938516,-0.00820758540273905,0.01888593317944377,0.034097473576760046,-0.01425445815235012,-0.024223527781291228,0.0028885220849162742,0.013926241560887127,0.024464550491801854,-0.04589837141389334,0.0035667065097388165,0.014074574640819949,-0.018212319819701193,-0.03498603496913773,-0.01318547020721594,0.01563408111619743,-2.3431486562672013e-18,0.007259418096683831,-0.021707084060961532,0.024206648118626852,0.05244859783602411,0.00797072051334756,0.01673239893898956,-0.010162411005810392,-0.0070417978447949656,-0.03758395394578224,-0.006358642978281808,-0.013607492864029734,0.011101985374748245,0.006211487627897957,-0.006840529351523456,0.0028739253831931285,0.00506531465836774,-0.0038144415464695124,0.0019320948236109217,-0.002562697872700115
2007-07-31,-0.02913811458338418,-0.0683492337487431,-0.015831017947015046,0.049935444304725116,0.01322309742020714,-0.015780917746091992,-0.017965015196370445,-0.014251221350323794,-0.0015777031541286694,0.01753703858177222,0.004554207419071406,-0.01310438548180474,-0.007421021597278549,-0.010916026183103288,0.029818506876603507,-0.044142725927888316,0.020391896514017023,-1.303806766642455e-16,-0.02645945906612831,0.0017965812512036612,0.02821092721267518,0.03139626726318021,-0.016517507547219146,0.03535502577516926,-0.0017862754031119773,0.05458803076513308,0.016380078204612316,0.008470156841442655,-0.01925719716072263,0.014647535372191624,0.015564171009179234,0.0007450175393540952,-0.002442785603953237,0.0032780500651824304,-0.0034640452266617742,0.00770237581741638,-0.008020996223779888
2007-08-31,0.016184453730995495,-0.04205172630876196,0.023275625049512888,-0.01222292467817454,-0.01577345991745711,0.028730892759647516,-0.0011399093739597856,0.06280465946431978,0.007416867743257479,-0.035783979699172234,0.05805727395694273,-0.04331335423598894,0.009357115489430095,0.012039228398916546,-0.011485643309239069,-0.00401464260727052,-0.029240707516827422,3.2630973481806893e-15,-0.005071350904626596,0.021105070534545294,-0.16742332423758893,-0.0032607310781244143,0.007148467484203808,0.021505225271698607,-0.0228848773651383,-0.02788401553403365,0.01085043438227375,0.002901729985500581,-0.003944609649354436,0.012805918355741746,-0.00750320165035704,-0.00393176309755188,-0.0072393435588215555,-0.010867234789004875,0.005786405184817996,0.007267892407189067,-0.006014109315338375
2007-09-28,0.04405328077949595,0.020088850814465417,-0.050939709417776896,0.001262069021284645,-0.006959963603332977,-0.03947178705105327,-0.023263392991718774,0.0375145196306469,-0.018079195314595453,0.029984211921109977,0.023165176653099986,0.010323766056405833,0.027812317359118502,0.0031766544549784803,0.035922371001344655,0.010653057126480122,0.0188138804480399,2.278518900657867e-15,0.005121650948439196,0.017229779726383364,-0.13354779805533176,-0.02443877422155646,0.0004212207474128511,0.002977741388611906,-0.013391770023853724,-0.04391990538238406,0.01057259257782886,0.01130875304079975,0.005272715021434737,0.022554141106692693,0.0005264737249414912,0.0040536055279765774,0.0022153446468119575,-0.0008329489845628487,-0.006661627060146334,0.015745670232578963,0.0017961284321458717
2007-10-31,0.018948070734398467,0.06231902918150343,-0.03271932425131783,-0.03011545841655474,0.014130756448196289,-0.03810016326342332,-0.003541725474093075,-0.006735642172221226,-0.018982566491413628,-0.0013445239229204053,0.03962345568636912,0.05481794947745951,0.011041252598077398,-0.01245611932549652,0.013659527825749815,-0.02842571631238459,0.006007719577231569,3.2024286533029954e-15,0.020373784888832507,-0.0006627420380736237,-0.13110313529237738,-0.049390375042439726,0.0400636675280433,0.0026222669081727816,-0.0039268888964717665,0.020030062535576845,0.0654682165114625,-0.0012594247737554654,-0.004551599841208388,0.023464149973621503,-0.007539714791980042,-0.002028693202529368,-0.002876439641121053,0.009515014414072437,0.00011447682579028744,0.016332921998002917,-0.010015080638812275
2007-11-30,-0.04472897228401248,-0.04627463331311805,-0.001134770075892859,0.0027298435516485203,-0.018391733260248212,0.005480178661480694,-0.019117938688061352,-0.02755110043943988,0.011514133495445717,0.006128125425624341,0.023887315872184275,0.006443286838208557,0.013500233744183614,0.027640360250522994,0.05336113655076365,0.018943334162485496,0.002772418424157878,1.7331901600132302e-15,-0.037939564526430755,0.012485484492775579,0.1092776198897366,-0.02347880274216396,-0.06450167726917226,-0.06366138082203623,-0.007847472750275357,-0.007354293697729362,0.04191144009407979,0.004620496703261668,-0.0269318911908896,0.013685190427517273,0.008513525652301193,0.001295445151017792,-0.010676153493129087,0.007791228703105963,0.010747251405116549,-0.007110265661925031,-0.019691158517899345
2007-12-31,-0.0012892810784844956,-0.026046544615697272,-0.05812731826600286,0.00345107267202641,-0.009129942525103334,-0.010243933349148466,-0.05097432453603125,-0.047563150666323724,-0.012384260564014706,0.07125192202325788,-0.04348443422379366,-0.01405876273906422,0.009572600544353676,0.008006235136616012,-0.008729334653158387,0.0004407276851637352,0.009317345949364956,4.0152008668993293e-16,0.017908929343120033,-0.036273623223202274,-0.10419414654862276,-0.006484726548743882,0.03267590015562763,0.011220155360701641,0.05377334213321906,-0.061146078848391024,-0.004765288062273806,0.002091757567517599,0.010803759633893356,0.023346482805626647,0.00249252677787152,0.005777812052719735,-0.005979403123626011,-0.008171768684997584,0.0018941713834453422,0.00031241524448427996,-0.007044570779988222
2008-01-31,-0.06182953281743121,0.006610708525853342,0.0698589176878692,-0.009292102662121137,-0.003051022737650947,0.03785055211151436,0.06427030139925416,-0.010982023682873135,0.04910279284084228,-0.013293323975593631,0.005206044823697933,0.01059114128747378,-0.0271171986196186,-0.0017317693275836097,-0.02767437062321485,-0.011158985239616826,0.04699304207208735,5.0709695280165443e-17,-0.05355811215439976,0.0011733253926958145,-0.0649290287703707,-0.07037585331419367,-0.03839861673538042,-0.0678106367718001,-0.042573056409645926,0.07801368090428817,-0.0217915112719299,0.005593584904189198,-0.017062309562023627,-0.039248547098389146,-0.010336917855060988,0.005681398258431291,0.0029139757944152593,-0.000274028412479158,-0.0035000887788684395,-0.0016636175286820058,-0.0038790556697840184
2008-02-29,-0.03419866228719058,0.001740819463632871,-0.07535149523873433,0.014659494807655072,-0.026812710970222718,-0.06932530263817133,-0.05421842039574399,-0.044738662123663314,-0.0036206545737400672,0.13429762492593694,-0.010602034586173651,-0.05177542567873854,0.04020642183269407,-0.018543718205250692,0.031869817116171414,-0.051800994926234654,0.04401279926689777,2.1728509661224163e-17,-0.0010256967807171116,-0.007537281308156943,0.07703764925626212,0.014194838123163635,-0.005397023922438867,0.008663070378011548,-0.040012002250686254,-0.043825517793571724,-0.038557076752135086,-0.006928625647072141,-0.0041082606937361535,0.014494472046526242,0.0020122085747743407,0.007477131058202239,-0.01166693281422743,-0.0038114431032135153,0.005353518858655138,-0.001451424194209931,-0.004732749525976109
2008-03-31,-0.009763009160530406,-0.06824205381426615,-0.024916873318602567,-0.0002799705756801491,0.007157422912320152,0.05139443400936649,0.0427816712138617,0.01230408348818839,0.043716134749389055,-0.027016960347236937,0.04807259197596803,-0.02358924576466371,0.012807749304206622,-0.028629773809473607,0.03330563461362376,0.001777353873703634,-0.024005430146532607,2.375941837976941e-17,-0.003081649475944528,0.024627351580799366,0.06293451640849242,0.027813315409309373,0.015368679399564282,0.028456044072950635,0.04542710527365384,0.006719768818819556,0.006159284246157489,0.004681588675971231,0.005351834627480311,0.01687874950384702,-0.026079543229103924,-0.0033273898952760317,-0.005300566001259859,-0.002853859750639573,0.008247363644418932,-0.00018291665981277149,0.005335131170859589
2008-04-30,0.06617594761298655,0.1154982612506984,-0.023556202061817685,-0.004730791316678887,0.004915277707094599,-0.01672610580156242,-0.05289796826825909,-0.07043967515040699,0.004982992648871472,0.050429445192096786,0.021183007250141113,-0.0074776762861329515,-0.028167398809731285,-0.02504106813167809,-0.07286101287815527,-0.008125008350671538,0.02548342892571394,-1.5373142409053476e-16,0.028040096247109084,-0.04269711976900889,-0.04519642248526698,0.010036541425662097,-0.007948514138336677,0.018938979101546436,-0.005228615861843379,-0.025630153135844873,0.029775181274725622,-0.002099590537420812,0.01006234861332204,-0.0014286844914904418,0.010448684708731483,-0.0029538674368170667,-0.009460946735149823,0.00830064960723541,0.006149684090324378,0.012959971454496367,-0.001840537295735854
2008-05-30,0.008105635879179708,-0.09141518810132984,-0.055163651911179154,0.013119908356766043,-0.011840901485644727,-0.04187927915888363,-0.017876548622590575,-0.040984257659560125,-0.009904414519717446,0.031723395949452594,-0.005002867841697603,-0.009751727553713613,-0.025568085922839944,-0.01782421276480893,-0.0168843440255913,-0.038913451870116605,0.030059484553888682,-1.0142066848295252e-16,0.01514633915980057,-0.010601627452664943,-0.030831791472688275,0.04206023821916442,0.06109863354380902,0.026886548939844393,0.04826859742292537,-0.04212544678770052,-0.0033318637009127914,-0.011936426111811428,-0.010750472771047764,0.01174305227857845,0.0036935387478198604,0.010748955753601176,-0.013883485836787527,0.006360725463764169,0.01660353653040623,-0.0019934527309764315,-0.006296941431036039
